"","tool","run","parameter","moment","value"
"570","nm7",11,"OMEGA3.3","se",NA
"571","nm7",11,"SIGMA1.1","estimate","0.0503461"
"572","nm7",11,"SIGMA1.1","prse",NA
"573","nm7",11,"SIGMA1.1","se",NA
"574","nm7",11,"SIGMA2.1","estimate","0"
"575","nm7",11,"SIGMA2.1","prse",NA
"576","nm7",11,"SIGMA2.1","se",NA
"577","nm7",11,"SIGMA2.2","estimate","0.247061"
"578","nm7",11,"SIGMA2.2","prse",NA
"579","nm7",11,"SIGMA2.2","se",NA
"580","nm7",11,"cov","status","0"
"581","nm7",11,"prob","text","11 phase1 2 CMT like 1004 but diff. initial on V3"
"582","nm7",11,"min","status","0"
"583","nm7",11,"data","filename","../data/11.csv"
"584","nm7",12,"ofv","minimum","2449.71115173925"
"585","nm7",12,"THETA1","estimate","11.2605"
"586","nm7",12,"THETA1","prse",NA
"587","nm7",12,"THETA1","se",NA
"588","nm7",12,"THETA2","estimate","24.4608"
"589","nm7",12,"THETA2","prse",NA
"590","nm7",12,"THETA2","se",NA
"591","nm7",12,"THETA3","estimate","0.080333"
"592","nm7",12,"THETA3","prse",NA
"593","nm7",12,"THETA3","se",NA
"594","nm7",12,"THETA4","estimate","3.58598"
"595","nm7",12,"THETA4","prse",NA
"596","nm7",12,"THETA4","se",NA
"597","nm7",12,"THETA5","estimate","103.544"
"598","nm7",12,"THETA5","prse",NA
"599","nm7",12,"THETA5","se",NA
"600","nm7",12,"THETA6","estimate","0.986949"
"601","nm7",12,"THETA6","prse",NA
"602","nm7",12,"THETA6","se",NA
"603","nm7",12,"THETA7","estimate","0.624834"
"604","nm7",12,"THETA7","prse",NA
"605","nm7",12,"THETA7","se",NA
"606","nm7",12,"OMEGA1.1","estimate","0.149256"
"607","nm7",12,"OMEGA1.1","prse",NA
"608","nm7",12,"OMEGA1.1","se",NA
"609","nm7",12,"OMEGA2.1","estimate","0.111968"
"610","nm7",12,"OMEGA2.1","prse",NA
"611","nm7",12,"OMEGA2.1","se",NA
"612","nm7",12,"OMEGA2.2","estimate","0.0918144"
"613","nm7",12,"OMEGA2.2","prse",NA
"614","nm7",12,"OMEGA2.2","se",NA
"615","nm7",12,"OMEGA3.1","estimate","-0.0584352"
"616","nm7",12,"OMEGA3.1","prse",NA
"617","nm7",12,"OMEGA3.1","se",NA
"618","nm7",12,"OMEGA3.2","estimate","-0.0565045"
"619","nm7",12,"OMEGA3.2","prse",NA
"620","nm7",12,"OMEGA3.2","se",NA
"621","nm7",12,"OMEGA3.3","estimate","0.0434114"
"622","nm7",12,"OMEGA3.3","prse",NA
"623","nm7",12,"OMEGA3.3","se",NA
"624","nm7",12,"SIGMA1.1","estimate","0.0503789"
"625","nm7",12,"SIGMA1.1","prse",NA
"626","nm7",12,"SIGMA1.1","se",NA
"627","nm7",12,"SIGMA2.1","estimate","0"
"628","nm7",12,"SIGMA2.1","prse",NA
"629","nm7",12,"SIGMA2.1","se",NA
"630","nm7",12,"SIGMA2.2","estimate","0.226985"
"631","nm7",12,"SIGMA2.2","prse",NA
"632","nm7",12,"SIGMA2.2","se",NA
"633","nm7",12,"cov","status","0"
"634","nm7",12,"prob","text","12 phase1 2 CMT like 1004 but diff. initial on V3"
"635","nm7",12,"min","status","0"
"636","nm7",12,"data","filename","../data/12.csv"
"637","nm7",13,"ofv","minimum","2494.59520711236"
"638","nm7",13,"THETA1","estimate","5.23973"
"639","nm7",13,"THETA1","prse",NA
"640","nm7",13,"THETA1","se",NA
"641","nm7",13,"THETA2","estimate","18.5111"
"642","nm7",13,"THETA2","prse",NA
"643","nm7",13,"THETA2","se",NA
"644","nm7",13,"THETA3","estimate","0.0579808"
"645","nm7",13,"THETA3","prse",NA
"646","nm7",13,"THETA3","se",NA
"647","nm7",13,"THETA4","estimate","4.7751"
"648","nm7",13,"THETA4","prse",NA
"649","nm7",13,"THETA4","se",NA
"650","nm7",13,"THETA5","estimate","991"
"651","nm7",13,"THETA5","prse",NA
"652","nm7",13,"THETA5","se",NA
"653","nm7",13,"THETA6","estimate","1.22697"
"654","nm7",13,"THETA6","prse",NA
"655","nm7",13,"THETA6","se",NA
"656","nm7",13,"THETA7","estimate","1.4564"
"657","nm7",13,"THETA7","prse",NA
"658","nm7",13,"THETA7","se",NA
"659","nm7",13,"OMEGA1.1","estimate","0.59193"
"660","nm7",13,"OMEGA1.1","prse",NA
"661","nm7",13,"OMEGA1.1","se",NA
"662","nm7",13,"OMEGA2.1","estimate","0.279561"
"663","nm7",13,"OMEGA2.1","prse",NA
"664","nm7",13,"OMEGA2.1","se",NA
"665","nm7",13,"OMEGA2.2","estimate","0.163976"
"666","nm7",13,"OMEGA2.2","prse",NA
"667","nm7",13,"OMEGA2.2","se",NA
"668","nm7",13,"OMEGA3.1","estimate","0.0256141"
"669","nm7",13,"OMEGA3.1","prse",NA
"670","nm7",13,"OMEGA3.1","se",NA
"671","nm7",13,"OMEGA3.2","estimate","-0.026671"
"672","nm7",13,"OMEGA3.2","prse",NA
"673","nm7",13,"OMEGA3.2","se",NA
"674","nm7",13,"OMEGA3.3","estimate","0.0481767"
"675","nm7",13,"OMEGA3.3","prse",NA
"676","nm7",13,"OMEGA3.3","se",NA
"677","nm7",13,"SIGMA1.1","estimate","0.0474466"
"678","nm7",13,"SIGMA1.1","prse",NA
"679","nm7",13,"SIGMA1.1","se",NA
"680","nm7",13,"SIGMA2.1","estimate","0"
"681","nm7",13,"SIGMA2.1","prse",NA
"682","nm7",13,"SIGMA2.1","se",NA
"683","nm7",13,"SIGMA2.2","estimate","0.127474"
"684","nm7",13,"SIGMA2.2","prse",NA
"685","nm7",13,"SIGMA2.2","se",NA
"686","nm7",13,"cov","status","0"
"687","nm7",13,"prob","text","13 phase1 2 CMT like 1004 but diff. initial on V3"
"688","nm7",13,"min","status","0"
"689","nm7",13,"data","filename","../data/13.csv"
"690","nm7",14,"ofv","minimum","1943.21134174044"
"691","nm7",14,"THETA1","estimate","9.06801"
"692","nm7",14,"THETA1","prse",NA
"693","nm7",14,"THETA1","se",NA
"694","nm7",14,"THETA2","estimate","23.5621"
"695","nm7",14,"THETA2","prse",NA
"696","nm7",14,"THETA2","se",NA
"697","nm7",14,"THETA3","estimate","0.0759587"
"698","nm7",14,"THETA3","prse",NA
"699","nm7",14,"THETA3","se",NA
"700","nm7",14,"THETA4","estimate","4.03695"
"701","nm7",14,"THETA4","prse",NA
"702","nm7",14,"THETA4","se",NA
"703","nm7",14,"THETA5","estimate","88.4282"
"704","nm7",14,"THETA5","prse",NA
"705","nm7",14,"THETA5","se",NA
"706","nm7",14,"THETA6","estimate","0.919063"
"707","nm7",14,"THETA6","prse",NA
"708","nm7",14,"THETA6","se",NA
"709","nm7",14,"THETA7","estimate","1.92176"
"710","nm7",14,"THETA7","prse",NA
"711","nm7",14,"THETA7","se",NA
"712","nm7",14,"OMEGA1.1","estimate","0.151964"
"713","nm7",14,"OMEGA1.1","prse",NA
"714","nm7",14,"OMEGA1.1","se",NA
"715","nm7",14,"OMEGA2.1","estimate","0.0945945"
"716","nm7",14,"OMEGA2.1","prse",NA
"717","nm7",14,"OMEGA2.1","se",NA
"718","nm7",14,"OMEGA2.2","estimate","0.0943044"
"719","nm7",14,"OMEGA2.2","prse",NA
"720","nm7",14,"OMEGA2.2","se",NA
"721","nm7",14,"OMEGA3.1","estimate","0.0161412"
"722","nm7",14,"OMEGA3.1","prse",NA
"723","nm7",14,"OMEGA3.1","se",NA
"724","nm7",14,"OMEGA3.2","estimate","-0.0296876"
"725","nm7",14,"OMEGA3.2","prse",NA
"726","nm7",14,"OMEGA3.2","se",NA
"727","nm7",14,"OMEGA3.3","estimate","0.0462987"
"728","nm7",14,"OMEGA3.3","prse",NA
"729","nm7",14,"OMEGA3.3","se",NA
"730","nm7",14,"SIGMA1.1","estimate","0.0479462"
"731","nm7",14,"SIGMA1.1","prse",NA
"732","nm7",14,"SIGMA1.1","se",NA
"733","nm7",14,"SIGMA2.1","estimate","0"
"734","nm7",14,"SIGMA2.1","prse",NA
"735","nm7",14,"SIGMA2.1","se",NA
"736","nm7",14,"SIGMA2.2","estimate","0.202689"
"737","nm7",14,"SIGMA2.2","prse",NA
"738","nm7",14,"SIGMA2.2","se",NA
"739","nm7",14,"cov","status","0"
"740","nm7",14,"prob","text","14 phase1 2 CMT like 1004 but diff. initial on V3"
"741","nm7",14,"min","status","0"
"742","nm7",14,"data","filename","../data/14.csv"
"743","nm7",15,"ofv","minimum","2414.77314830873"
"744","nm7",15,"THETA1","estimate","10.1408"
"745","nm7",15,"THETA1","prse",NA
"746","nm7",15,"THETA1","se",NA
"747","nm7",15,"THETA2","estimate","25.3331"
"748","nm7",15,"THETA2","prse",NA
"749","nm7",15,"THETA2","se",NA
"750","nm7",15,"THETA3","estimate","0.068498"
"751","nm7",15,"THETA3","prse",NA
"752","nm7",15,"THETA3","se",NA
"753","nm7",15,"THETA4","estimate","3.56241"
"754","nm7",15,"THETA4","prse",NA
"755","nm7",15,"THETA4","se",NA
"756","nm7",15,"THETA5","estimate","120.443"
"757","nm7",15,"THETA5","prse",NA
"758","nm7",15,"THETA5","se",NA
"759","nm7",15,"THETA6","estimate","0.931505"
"760","nm7",15,"THETA6","prse",NA
"761","nm7",15,"THETA6","se",NA
"762","nm7",15,"THETA7","estimate","1.1526"
"763","nm7",15,"THETA7","prse",NA
"764","nm7",15,"THETA7","se",NA
"765","nm7",15,"OMEGA1.1","estimate","0.212242"
"766","nm7",15,"OMEGA1.1","prse",NA
"767","nm7",15,"OMEGA1.1","se",NA
"768","nm7",15,"OMEGA2.1","estimate","0.110733"
"769","nm7",15,"OMEGA2.1","prse",NA
"770","nm7",15,"OMEGA2.1","se",NA
"771","nm7",15,"OMEGA2.2","estimate","0.0878967"
"772","nm7",15,"OMEGA2.2","prse",NA
"773","nm7",15,"OMEGA2.2","se",NA
"774","nm7",15,"OMEGA3.1","estimate","-0.00118301"
"775","nm7",15,"OMEGA3.1","prse",NA
"776","nm7",15,"OMEGA3.1","se",NA
"777","nm7",15,"OMEGA3.2","estimate","-0.0471514"
"778","nm7",15,"OMEGA3.2","prse",NA
"779","nm7",15,"OMEGA3.2","se",NA
"780","nm7",15,"OMEGA3.3","estimate","0.0719001"
"781","nm7",15,"OMEGA3.3","prse",NA
"782","nm7",15,"OMEGA3.3","se",NA
"783","nm7",15,"SIGMA1.1","estimate","0.0533637"
"784","nm7",15,"SIGMA1.1","prse",NA
"785","nm7",15,"SIGMA1.1","se",NA
"786","nm7",15,"SIGMA2.1","estimate","0"
"787","nm7",15,"SIGMA2.1","prse",NA
"788","nm7",15,"SIGMA2.1","se",NA
"789","nm7",15,"SIGMA2.2","estimate","0.136942"
"790","nm7",15,"SIGMA2.2","prse",NA
"791","nm7",15,"SIGMA2.2","se",NA
"792","nm7",15,"cov","status","0"
"793","nm7",15,"prob","text","15 phase1 2 CMT like 1004 but diff. initial on V3"
"794","nm7",15,"min","status","0"
"795","nm7",15,"data","filename","../data/15.csv"
"796","nm7",16,"ofv","minimum","2257.81443802901"
"797","nm7",16,"THETA1","estimate","6.71386"
"798","nm7",16,"THETA1","prse",NA
"799","nm7",16,"THETA1","se",NA
"800","nm7",16,"THETA2","estimate","18.7794"
"801","nm7",16,"THETA2","prse",NA
"802","nm7",16,"THETA2","se",NA
"803","nm7",16,"THETA3","estimate","0.0557981"
"804","nm7",16,"THETA3","prse",NA
"805","nm7",16,"THETA3","se",NA
"806","nm7",16,"THETA4","estimate","4.52475"
"807","nm7",16,"THETA4","prse",NA
"808","nm7",16,"THETA4","se",NA
"809","nm7",16,"THETA5","estimate","991"
"810","nm7",16,"THETA5","prse",NA
"811","nm7",16,"THETA5","se",NA
"812","nm7",16,"THETA6","estimate","0.873225"
"813","nm7",16,"THETA6","prse",NA
"814","nm7",16,"THETA6","se",NA
"815","nm7",16,"THETA7","estimate","1.53684"
"816","nm7",16,"THETA7","prse",NA
"817","nm7",16,"THETA7","se",NA
"818","nm7",16,"OMEGA1.1","estimate","0.274551"
"819","nm7",16,"OMEGA1.1","prse",NA
"820","nm7",16,"OMEGA1.1","se",NA
"821","nm7",16,"OMEGA2.1","estimate","0.122448"
"822","nm7",16,"OMEGA2.1","prse",NA
"823","nm7",16,"OMEGA2.1","se",NA
"824","nm7",16,"OMEGA2.2","estimate","0.096095"
"825","nm7",16,"OMEGA2.2","prse",NA
"826","nm7",16,"OMEGA2.2","se",NA
"827","nm7",16,"OMEGA3.1","estimate","0.0296459"
"828","nm7",16,"OMEGA3.1","prse",NA
"829","nm7",16,"OMEGA3.1","se",NA
"830","nm7",16,"OMEGA3.2","estimate","-0.0283253"
"831","nm7",16,"OMEGA3.2","prse",NA
"832","nm7",16,"OMEGA3.2","se",NA
"833","nm7",16,"OMEGA3.3","estimate","0.044822"
"834","nm7",16,"OMEGA3.3","prse",NA
"835","nm7",16,"OMEGA3.3","se",NA
"836","nm7",16,"SIGMA1.1","estimate","0.052085"
"837","nm7",16,"SIGMA1.1","prse",NA
"838","nm7",16,"SIGMA1.1","se",NA
"839","nm7",16,"SIGMA2.1","estimate","0"
"840","nm7",16,"SIGMA2.1","prse",NA
"841","nm7",16,"SIGMA2.1","se",NA
"842","nm7",16,"SIGMA2.2","estimate","0.180586"
"843","nm7",16,"SIGMA2.2","prse",NA
"844","nm7",16,"SIGMA2.2","se",NA
"845","nm7",16,"cov","status","0"
"846","nm7",16,"prob","text","16 phase1 2 CMT like 1004 but diff. initial on V3"
"847","nm7",16,"min","status","0"
"848","nm7",16,"data","filename","../data/16.csv"
"849","nm7",17,"ofv","minimum","2393.74475245251"
"850","nm7",17,"THETA1","estimate","10.0283"
"851","nm7",17,"THETA1","prse",NA
"852","nm7",17,"THETA1","se",NA
"853","nm7",17,"THETA2","estimate","24.1843"
"854","nm7",17,"THETA2","prse",NA
"855","nm7",17,"THETA2","se",NA
"856","nm7",17,"THETA3","estimate","0.0725786"
"857","nm7",17,"THETA3","prse",NA
"858","nm7",17,"THETA3","se",NA
"859","nm7",17,"THETA4","estimate","4.11021"
"860","nm7",17,"THETA4","prse",NA
"861","nm7",17,"THETA4","se",NA
"862","nm7",17,"THETA5","estimate","138.784"
"863","nm7",17,"THETA5","prse",NA
"864","nm7",17,"THETA5","se",NA
"865","nm7",17,"THETA6","estimate","1.11372"
"866","nm7",17,"THETA6","prse",NA
"867","nm7",17,"THETA6","se",NA
"868","nm7",17,"THETA7","estimate","1.22519"
"869","nm7",17,"THETA7","prse",NA
"870","nm7",17,"THETA7","se",NA
"871","nm7",17,"OMEGA1.1","estimate","0.315899"
"872","nm7",17,"OMEGA1.1","prse",NA
"873","nm7",17,"OMEGA1.1","se",NA
"874","nm7",17,"OMEGA2.1","estimate","0.138172"
"875","nm7",17,"OMEGA2.1","prse",NA
"876","nm7",17,"OMEGA2.1","se",NA
"877","nm7",17,"OMEGA2.2","estimate","0.0784107"
"878","nm7",17,"OMEGA2.2","prse",NA
"879","nm7",17,"OMEGA2.2","se",NA
"880","nm7",17,"OMEGA3.1","estimate","-0.00870162"
"881","nm7",17,"OMEGA3.1","prse",NA
"882","nm7",17,"OMEGA3.1","se",NA
"883","nm7",17,"OMEGA3.2","estimate","-0.0229121"
"884","nm7",17,"OMEGA3.2","prse",NA
"885","nm7",17,"OMEGA3.2","se",NA
"886","nm7",17,"OMEGA3.3","estimate","0.0206135"
"887","nm7",17,"OMEGA3.3","prse",NA
"888","nm7",17,"OMEGA3.3","se",NA
"889","nm7",17,"SIGMA1.1","estimate","0.0575795"
"890","nm7",17,"SIGMA1.1","prse",NA
"891","nm7",17,"SIGMA1.1","se",NA
"892","nm7",17,"SIGMA2.1","estimate","0"
"893","nm7",17,"SIGMA2.1","prse",NA
"894","nm7",17,"SIGMA2.1","se",NA
"895","nm7",17,"SIGMA2.2","estimate","0.17102"
"896","nm7",17,"SIGMA2.2","prse",NA
"897","nm7",17,"SIGMA2.2","se",NA
"898","nm7",17,"cov","status","0"
"899","nm7",17,"prob","text","17 phase1 2 CMT like 1004 but diff. initial on V3"
"900","nm7",17,"min","status","0"
"901","nm7",17,"data","filename","../data/17.csv"
"902","nm7",18,"ofv","minimum","2173.85122330591"
"903","nm7",18,"THETA1","estimate","7.75573"
"904","nm7",18,"THETA1","prse",NA
"905","nm7",18,"THETA1","se",NA
"906","nm7",18,"THETA2","estimate","21.3168"
"907","nm7",18,"THETA2","prse",NA
"908","nm7",18,"THETA2","se",NA
"909","nm7",18,"THETA3","estimate","0.0632343"
"910","nm7",18,"THETA3","prse",NA
"911","nm7",18,"THETA3","se",NA
"912","nm7",18,"THETA4","estimate","3.25588"
"913","nm7",18,"THETA4","prse",NA
"914","nm7",18,"THETA4","se",NA
"915","nm7",18,"THETA5","estimate","131.35"
"916","nm7",18,"THETA5","prse",NA
"917","nm7",18,"THETA5","se",NA
"918","nm7",18,"THETA6","estimate","0.976175"
"919","nm7",18,"THETA6","prse",NA
"920","nm7",18,"THETA6","se",NA
"921","nm7",18,"THETA7","estimate","1.74402"
"922","nm7",18,"THETA7","prse",NA
"923","nm7",18,"THETA7","se",NA
"924","nm7",18,"OMEGA1.1","estimate","0.226813"
"925","nm7",18,"OMEGA1.1","prse",NA
"926","nm7",18,"OMEGA1.1","se",NA
"927","nm7",18,"OMEGA2.1","estimate","0.21043"
"928","nm7",18,"OMEGA2.1","prse",NA
"929","nm7",18,"OMEGA2.1","se",NA
"930","nm7",18,"OMEGA2.2","estimate","0.222509"
"931","nm7",18,"OMEGA2.2","prse",NA
"932","nm7",18,"OMEGA2.2","se",NA
"933","nm7",18,"OMEGA3.1","estimate","0.0241651"
"934","nm7",18,"OMEGA3.1","prse",NA
"935","nm7",18,"OMEGA3.1","se",NA
"936","nm7",18,"OMEGA3.2","estimate","-0.0135542"
"937","nm7",18,"OMEGA3.2","prse",NA
"938","nm7",18,"OMEGA3.2","se",NA
"939","nm7",18,"OMEGA3.3","estimate","0.0500252"
"940","nm7",18,"OMEGA3.3","prse",NA
"941","nm7",18,"OMEGA3.3","se",NA
"942","nm7",18,"SIGMA1.1","estimate","0.0450179"
"943","nm7",18,"SIGMA1.1","prse",NA
"944","nm7",18,"SIGMA1.1","se",NA
"945","nm7",18,"SIGMA2.1","estimate","0"
"946","nm7",18,"SIGMA2.1","prse",NA
"947","nm7",18,"SIGMA2.1","se",NA
"948","nm7",18,"SIGMA2.2","estimate","0.183048"
"949","nm7",18,"SIGMA2.2","prse",NA
"950","nm7",18,"SIGMA2.2","se",NA
"951","nm7",18,"cov","status","0"
"952","nm7",18,"prob","text","18 phase1 2 CMT like 1004 but diff. initial on V3"
"953","nm7",18,"min","status","0"
"954","nm7",18,"data","filename","../data/18.csv"
"955","nm7",19,"ofv","minimum","2718.77346871185"
"956","nm7",19,"THETA1","estimate","9.03052"
"957","nm7",19,"THETA1","prse",NA
"958","nm7",19,"THETA1","se",NA
"959","nm7",19,"THETA2","estimate","23.0935"
"960","nm7",19,"THETA2","prse",NA
"961","nm7",19,"THETA2","se",NA
"962","nm7",19,"THETA3","estimate","0.0762557"
"963","nm7",19,"THETA3","prse",NA
"964","nm7",19,"THETA3","se",NA
"965","nm7",19,"THETA4","estimate","3.57302"
"966","nm7",19,"THETA4","prse",NA
"967","nm7",19,"THETA4","se",NA
"968","nm7",19,"THETA5","estimate","100.615"
"969","nm7",19,"THETA5","prse",NA
"970","nm7",19,"THETA5","se",NA
"971","nm7",19,"THETA6","estimate","1.16779"
"972","nm7",19,"THETA6","prse",NA
"973","nm7",19,"THETA6","se",NA
"974","nm7",19,"THETA7","estimate","1.07015"
"975","nm7",19,"THETA7","prse",NA
"976","nm7",19,"THETA7","se",NA
"977","nm7",19,"OMEGA1.1","estimate","0.172937"
"978","nm7",19,"OMEGA1.1","prse",NA
"979","nm7",19,"OMEGA1.1","se",NA
"980","nm7",19,"OMEGA2.1","estimate","0.0916718"
"981","nm7",19,"OMEGA2.1","prse",NA
"982","nm7",19,"OMEGA2.1","se",NA
"983","nm7",19,"OMEGA2.2","estimate","0.0909009"
"984","nm7",19,"OMEGA2.2","prse",NA
"985","nm7",19,"OMEGA2.2","se",NA
"986","nm7",19,"OMEGA3.1","estimate","-0.0207034"
"987","nm7",19,"OMEGA3.1","prse",NA
"988","nm7",19,"OMEGA3.1","se",NA
"989","nm7",19,"OMEGA3.2","estimate","-0.0464984"
"990","nm7",19,"OMEGA3.2","prse",NA
"991","nm7",19,"OMEGA3.2","se",NA
"992","nm7",19,"OMEGA3.3","estimate","0.0664348"
"993","nm7",19,"OMEGA3.3","prse",NA
"994","nm7",19,"OMEGA3.3","se",NA
"995","nm7",19,"SIGMA1.1","estimate","0.0412084"
"996","nm7",19,"SIGMA1.1","prse",NA
"997","nm7",19,"SIGMA1.1","se",NA
"998","nm7",19,"SIGMA2.1","estimate","0"
"999","nm7",19,"SIGMA2.1","prse",NA
"1000","nm7",19,"SIGMA2.1","se",NA
"1001","nm7",19,"SIGMA2.2","estimate","0.220956"
"1002","nm7",19,"SIGMA2.2","prse",NA
"1003","nm7",19,"SIGMA2.2","se",NA
"1004","nm7",19,"cov","status","0"
"1005","nm7",19,"prob","text","19 phase1 2 CMT like 1004 but diff. initial on V3"
"1006","nm7",19,"min","status","0"
"1007","nm7",19,"data","filename","../data/19.csv"
"1008","nm7",20,"ofv","minimum","2290.90482210334"
"1009","nm7",20,"THETA1","estimate","8.33251"
"1010","nm7",20,"THETA1","prse",NA
"1011","nm7",20,"THETA1","se",NA
"1012","nm7",20,"THETA2","estimate","20.9545"
"1013","nm7",20,"THETA2","prse",NA
"1014","nm7",20,"THETA2","se",NA
"1015","nm7",20,"THETA3","estimate","0.0719477"
"1016","nm7",20,"THETA3","prse",NA
"1017","nm7",20,"THETA3","se",NA
"1018","nm7",20,"THETA4","estimate","3.1847"
"1019","nm7",20,"THETA4","prse",NA
"1020","nm7",20,"THETA4","se",NA
"1021","nm7",20,"THETA5","estimate","118.194"
"1022","nm7",20,"THETA5","prse",NA
"1023","nm7",20,"THETA5","se",NA
"1024","nm7",20,"THETA6","estimate","1.20003"
"1025","nm7",20,"THETA6","prse",NA
"1026","nm7",20,"THETA6","se",NA
"1027","nm7",20,"THETA7","estimate","1.45758"
"1028","nm7",20,"THETA7","prse",NA
"1029","nm7",20,"THETA7","se",NA
"1030","nm7",20,"OMEGA1.1","estimate","0.196052"
"1031","nm7",20,"OMEGA1.1","prse",NA
"1032","nm7",20,"OMEGA1.1","se",NA
"1033","nm7",20,"OMEGA2.1","estimate","0.133865"
"1034","nm7",20,"OMEGA2.1","prse",NA
"1035","nm7",20,"OMEGA2.1","se",NA
"1036","nm7",20,"OMEGA2.2","estimate","0.122717"
"1037","nm7",20,"OMEGA2.2","prse",NA
"1038","nm7",20,"OMEGA2.2","se",NA
"1039","nm7",20,"OMEGA3.1","estimate","-0.000638375"
"1040","nm7",20,"OMEGA3.1","prse",NA
"1041","nm7",20,"OMEGA3.1","se",NA
"1042","nm7",20,"OMEGA3.2","estimate","-0.0216873"
"1043","nm7",20,"OMEGA3.2","prse",NA
"1044","nm7",20,"OMEGA3.2","se",NA
"1045","nm7",20,"OMEGA3.3","estimate","0.047008"
"1046","nm7",20,"OMEGA3.3","prse",NA
"1047","nm7",20,"OMEGA3.3","se",NA
"1048","nm7",20,"SIGMA1.1","estimate","0.0504254"
"1049","nm7",20,"SIGMA1.1","prse",NA
"1050","nm7",20,"SIGMA1.1","se",NA
"1051","nm7",20,"SIGMA2.1","estimate","0"
"1052","nm7",20,"SIGMA2.1","prse",NA
"1053","nm7",20,"SIGMA2.1","se",NA
"1054","nm7",20,"SIGMA2.2","estimate","0.14792"
"1055","nm7",20,"SIGMA2.2","prse",NA
"1056","nm7",20,"SIGMA2.2","se",NA
"1057","nm7",20,"cov","status","0"
"1058","nm7",20,"prob","text","20 phase1 2 CMT like 1004 but diff. initial on V3"
"1059","nm7",20,"min","status","0"
"1060","nm7",20,"data","filename","../data/20.csv"
"1061","nm7",21,"ofv","minimum","1919.61603309182"
"1062","nm7",21,"THETA1","estimate","6.81204"
"1063","nm7",21,"THETA1","prse",NA
"1064","nm7",21,"THETA1","se",NA
"1065","nm7",21,"THETA2","estimate","20.8654"
"1066","nm7",21,"THETA2","prse",NA
"1067","nm7",21,"THETA2","se",NA
"1068","nm7",21,"THETA3","estimate","0.0640148"
"1069","nm7",21,"THETA3","prse",NA
"1070","nm7",21,"THETA3","se",NA
"1071","nm7",21,"THETA4","estimate","5.88139"
"1072","nm7",21,"THETA4","prse",NA
"1073","nm7",21,"THETA4","se",NA
"1074","nm7",21,"THETA5","estimate","991"
"1075","nm7",21,"THETA5","prse",NA
"1076","nm7",21,"THETA5","se",NA
"1077","nm7",21,"THETA6","estimate","1.13291"
"1078","nm7",21,"THETA6","prse",NA
"1079","nm7",21,"THETA6","se",NA
"1080","nm7",21,"THETA7","estimate","0.8668"
"1081","nm7",21,"THETA7","prse",NA
"1082","nm7",21,"THETA7","se",NA
"1083","nm7",21,"OMEGA1.1","estimate","0.273978"
"1084","nm7",21,"OMEGA1.1","prse",NA
"1085","nm7",21,"OMEGA1.1","se",NA
"1086","nm7",21,"OMEGA2.1","estimate","0.117777"
"1087","nm7",21,"OMEGA2.1","prse",NA
"1088","nm7",21,"OMEGA2.1","se",NA
"1089","nm7",21,"OMEGA2.2","estimate","0.0659121"
"1090","nm7",21,"OMEGA2.2","prse",NA
"1091","nm7",21,"OMEGA2.2","se",NA
"1092","nm7",21,"OMEGA3.1","estimate","-0.0105039"
"1093","nm7",21,"OMEGA3.1","prse",NA
"1094","nm7",21,"OMEGA3.1","se",NA
"1095","nm7",21,"OMEGA3.2","estimate","-0.0277175"
"1096","nm7",21,"OMEGA3.2","prse",NA
"1097","nm7",21,"OMEGA3.2","se",NA
"1098","nm7",21,"OMEGA3.3","estimate","0.0356386"
"1099","nm7",21,"OMEGA3.3","prse",NA
"1100","nm7",21,"OMEGA3.3","se",NA
"1101","nm7",21,"SIGMA1.1","estimate","0.0532653"
"1102","nm7",21,"SIGMA1.1","prse",NA
"1103","nm7",21,"SIGMA1.1","se",NA
"1104","nm7",21,"SIGMA2.1","estimate","0"
"1105","nm7",21,"SIGMA2.1","prse",NA
"1106","nm7",21,"SIGMA2.1","se",NA
"1107","nm7",21,"SIGMA2.2","estimate","0.22126"
"1108","nm7",21,"SIGMA2.2","prse",NA
"1109","nm7",21,"SIGMA2.2","se",NA
"1110","nm7",21,"cov","status","0"
"1111","nm7",21,"prob","text","21 phase1 2 CMT like 1004 but diff. initial on V3"
"1112","nm7",21,"min","status","0"
"1113","nm7",21,"data","filename","../data/21.csv"
"1114","nm7",22,"ofv","minimum","2570.51901879384"
"1115","nm7",22,"THETA1","estimate","9.29801"
"1116","nm7",22,"THETA1","prse",NA
"1117","nm7",22,"THETA1","se",NA
"1118","nm7",22,"THETA2","estimate","24.267"
"1119","nm7",22,"THETA2","prse",NA
"1120","nm7",22,"THETA2","se",NA
"1121","nm7",22,"THETA3","estimate","0.0698114"
"1122","nm7",22,"THETA3","prse",NA
"1123","nm7",22,"THETA3","se",NA
"1124","nm7",22,"THETA4","estimate","2.6954"
"1125","nm7",22,"THETA4","prse",NA
"1126","nm7",22,"THETA4","se",NA
"1127","nm7",22,"THETA5","estimate","118.377"
"1128","nm7",22,"THETA5","prse",NA
"1129","nm7",22,"THETA5","se",NA
"1130","nm7",22,"THETA6","estimate","1.30104"
"1131","nm7",22,"THETA6","prse",NA
"1132","nm7",22,"THETA6","se",NA
"1133","nm7",22,"THETA7","estimate","1.62557"
"1134","nm7",22,"THETA7","prse",NA
"1135","nm7",22,"THETA7","se",NA
"1136","nm7",22,"OMEGA1.1","estimate","0.145408"
"1137","nm7",22,"OMEGA1.1","prse",NA
